,email
92,cja-press-owner@lists.aktivix.org
93,cja-press@lists.aktivix.org
94,media@climate-justice-action.org
95,kc-mainz-owner@lists.aktivix.org
96,kc-mainz@lists.aktivix.org
97,kc-finanzen-owner@lists.aktivix.org
98,kc-finanzen@lists.aktivix.org
99,sheffield-hacklab-owner@lists.aktivix.org
100,sheffield-hacklab@lists.aktivix.org
101,soma-dev-owner@lists.aktivix.org
102,soma-dev@lists.aktivix.org
103,cc-cambridge@lists.aktivix.org
104,cc-cambridge-owner@lists.aktivix.org
105,killthebill-owner@lists.aktivix.org
106,killthebill@lists.aktivix.org
107,fareshares_newsletter@lists.aktivix.org
108,fareshares_newsletter-owner@lists.aktivix.org
109,bristol-artivist@lists.aktivix.org
110,bristol-artivist-owner@lists.aktivix.org
111,bartivist@aktivix.org
112,pln@lists.aktivix.org
113,pln-owner@lists.aktivix.org
114,kc-rhein-main-owner@lists.aktivix.org
115,kc-rhein-main@lists.aktivix.org
116,larc@lists.aktivix.org
117,larc-owner@lists.aktivix.org
118,cc-communications-owner@lists.aktivix.org
119,cc-communications@lists.aktivix.org
120,huntsabsmailinglist-owner@lists.aktivix.org
121,huntsabsmailinglist@lists.aktivix.org
122,nobordersnotts@lists.aktivix.org
123,nobordersnotts-owner@lists.aktivix.org
124,t-bag@lists.aktivix.org
125,t-bag-owner@lists.aktivix.org
126,hahasejtek-owner@lists.aktivix.org
127,hahasejtek@lists.aktivix.org
128,tecnologia_medios_comunitarios-owner@lists.aktivix.org
129,tecnologia_medios_comunitarios@lists.aktivix.org
130,wmaction-network@lists.aktivix.org
131,wmaction-network-owner@lists.aktivix.org
132,noborders-brum-owner@lists.aktivix.org
133,noborders-brum@lists.aktivix.org
134,shef2venez-owner@lists.aktivix.org
135,shef2venez@lists.aktivix.org
136,muenster-alternativ@lists.aktivix.org
137,muenster-alternativ-owner@lists.aktivix.org
138,circa@lists.aktivix.org
139,circa-owner@lists.aktivix.org
140,alt-media-res-owner@lists.aktivix.org
141,alt-media-res@lists.aktivix.org
142,aclab@lists.aktivix.org
143,aclab-owner@lists.aktivix.org
144,teresatreacysupportgroup@lists.aktivix.org
145,teresatreacysupportgroup-owner@lists.aktivix.org
146,ens@lists.aktivix.org
147,ens-owner@lists.aktivix.org
148,hacktionlab@lists.aktivix.org
149,hacktionlab-owner@lists.aktivix.org
150,certif-agrofuel@lists.aktivix.org
151,certif-agrofuel-owner@lists.aktivix.org
152,cntmirail-owner@lists.aktivix.org
153,cntmirail@lists.aktivix.org
154,hacktionlab-announce@lists.aktivix.org
155,hacktionlab-announce-owner@lists.aktivix.org
156,cop25volun-owner@lists.aktivix.org
157,cop25volun@lists.aktivix.org
158,kc-presse@lists.aktivix.org
159,kc-presse-owner@lists.aktivix.org
160,sas-announce@lists.aktivix.org
161,sas-announce-owner@lists.aktivix.org
162,whitechapelanarchists@lists.aktivix.org
163,whitechapelanarchists-owner@lists.aktivix.org
164,nxcg@lists.aktivix.org
165,nxcg-owner@lists.aktivix.org
166,sans-cravates-owner@lists.aktivix.org
167,sans-cravates@lists.aktivix.org
168,libertad-uy@lists.aktivix.org
169,libertad-uy-owner@lists.aktivix.org
170,gv-activiteiten@lists.aktivix.org
171,gv-activiteiten-owner@lists.aktivix.org
172,poolya.goe-owner@lists.aktivix.org
173,poolya.goe@lists.aktivix.org
174,bilstonglen-owner@lists.aktivix.org
175,bilstonglen@lists.aktivix.org
176,evolvingminds@lists.aktivix.org
177,evolvingminds-owner@lists.aktivix.org
178,defend-education-media-owner@lists.aktivix.org
179,defend-education-media@lists.aktivix.org
180,kc-oea-owner@lists.aktivix.org
181,kc-oea@lists.aktivix.org
182,reexistencia-owner@lists.aktivix.org
183,reexistencia@lists.aktivix.org
184,fnbfestival@lists.aktivix.org
185,fnbfestival-owner@lists.aktivix.org
186,hacklabs-owner@lists.aktivix.org
187,hacklabs@lists.aktivix.org
188,kc-medien-owner@lists.aktivix.org
189,kc-medien@lists.aktivix.org
190,rga-owner@lists.aktivix.org
191,rga@lists.aktivix.org
192,ngg-organisers-owner@lists.aktivix.org
193,ngg-organisers@lists.aktivix.org
194,otroseminario@lists.aktivix.org
195,otroseminario-owner@lists.aktivix.org
196,channelcrossing-owner@lists.aktivix.org
197,channelcrossing@lists.aktivix.org
198,btm-network-owner@lists.aktivix.org
199,btm-network@lists.aktivix.org
200,sheffieldagainstwar-tech@lists.aktivix.org
201,sheffieldagainstwar-tech-owner@lists.aktivix.org
202,imc-uk-emergency-owner@lists.aktivix.org
203,imc-uk-emergency@lists.aktivix.org
204,anarchaithacans@lists.aktivix.org
205,anarchaithacans-owner@lists.aktivix.org
206,migra-g8-2007-owner@lists.aktivix.org
207,migra-g8-2007@lists.aktivix.org
208,comosoc-owner@lists.aktivix.org
209,comosoc@lists.aktivix.org
210,laf-owner@lists.aktivix.org
211,laf@lists.aktivix.org
212,graveyard-org@lists.aktivix.org
213,graveyard-org-owner@lists.aktivix.org
214,imc-tech-emerg-owner@lists.aktivix.org
215,imc-tech-emerg@lists.aktivix.org
216,knowledgelab-owner@lists.aktivix.org
217,knowledgelab@lists.aktivix.org
218,graveyard-info@lists.aktivix.org
219,graveyard-info-owner@lists.aktivix.org
220,pip@lists.aktivix.org
221,pip-owner@lists.aktivix.org
222,matilda-owner@lists.aktivix.org
223,matilda@lists.aktivix.org
224,aas-owner@lists.aktivix.org
225,aas@lists.aktivix.org
226,tacomapmr@lists.aktivix.org
227,tacomapmr-owner@lists.aktivix.org
228,reclaimmayday@lists.aktivix.org
229,reclaimmayday-owner@lists.aktivix.org
230,ens-discuss@lists.aktivix.org
231,ens-discuss-owner@lists.aktivix.org
232,brumsc@lists.aktivix.org
233,brumsc-owner@lists.aktivix.org
234,prochoicenet@yahoo.com
235,prochoiceberlin-info@lists.aktivix.org
236,prochoiceberlin-info-owner@lists.aktivix.org
237,project-fallujah@lists.aktivix.org
238,project-fallujah-owner@lists.aktivix.org
239,aktivix-users@lists.aktivix.org
240,aktivix-users-owner@lists.aktivix.org
241,defend-education-teach-in-owner@lists.aktivix.org
242,defend-education-teach-in@lists.aktivix.org
243,defend-education-announce-owner@lists.aktivix.org
244,defend-education-announce@lists.aktivix.org
245,aktivix-discuss-owner@lists.aktivix.org
246,aktivix-discuss@lists.aktivix.org
247,dissent-bristol-info@lists.aktivix.org
248,dissent-bristol-info-owner@lists.aktivix.org
249,aul-owner@lists.aktivix.org
250,aul@lists.aktivix.org
251,pittsburgh-medical@lists.aktivix.org
252,pittsburgh-medical-owner@lists.aktivix.org
253,escapegoat-owner@lists.aktivix.org
254,escapegoat@lists.aktivix.org
255,adfc-wf-radler@lists.aktivix.org
256,adfc-wf-radler-owner@lists.aktivix.org
257,activistmediationlist-owner@lists.aktivix.org
258,activistmediationlist@lists.aktivix.org
259,knowledgelab-ireland-owner@lists.aktivix.org
260,knowledgelab-ireland@lists.aktivix.org
261,ssf-owner@lists.aktivix.org
262,ssf@lists.aktivix.org
263,palestine-solid@lists.aktivix.org
264,palestine-solid-owner@lists.aktivix.org
265,lunevalley-g8-inform@lists.aktivix.org
266,lunevalley-g8-inform-owner@lists.aktivix.org
267,ptmoderation-owner@lists.aktivix.org
268,ptmoderation@lists.aktivix.org
269,cbe-allies-owner@lists.aktivix.org
270,cbe-allies@lists.aktivix.org
271,femfight-owner@lists.aktivix.org
272,femfight@lists.aktivix.org
273,easf-announce-owner@lists.aktivix.org
274,easf-announce@lists.aktivix.org
275,12174479@web.de
276,48027D7F.7080800@gmx.net
277,9a67bb8b0901182114h22b8207ap4ca56124d35fad@mail.gmail.com
278,r7@aktivix.org
279,helene@slendermeans.org.uk
280,againstthewar@totalserve.co.uk
281,writetodougald@gmail.com
282,chris@aktivix.org
283,boneidol@burngreave.net
